Start (s),End (s),Scientific name,Common name,Confidence,File
6,9,Litoria peronii,Peron's Tree Frog,0.9999,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_133100.WAV
12,15,Litoria peronii,Peron's Tree Frog,0.999,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_133100.WAV
15,18,Litoria peronii,Peron's Tree Frog,0.9998,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_133100.WAV
21,24,Litoria peronii,Peron's Tree Frog,0.9998,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_133100.WAV
27,30,Litoria peronii,Peron's Tree Frog,0.9934,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_133100.WAV
6,9,Litoria peronii,Peron's Tree Frog,0.9904,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_133400.WAV
9,12,Litoria peronii,Peron's Tree Frog,0.9993,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_133400.WAV
15,18,Litoria peronii,Peron's Tree Frog,0.9998,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_133400.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.9999,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_133400.WAV
24,27,Litoria peronii,Peron's Tree Frog,0.9989,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_133400.WAV
27,30,Litoria peronii,Peron's Tree Frog,0.9663,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_134600.WAV
0,3,Litoria peronii,Peron's Tree Frog,0.9901,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_144800.WAV
3,6,Litoria peronii,Peron's Tree Frog,0.9995,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_144800.WAV
0,3,Litoria peronii,Peron's Tree Frog,0.9977,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_150300.WAV
3,6,Litoria peronii,Peron's Tree Frog,0.9987,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_150300.WAV
6,9,Litoria peronii,Peron's Tree Frog,0.9988,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_150300.WAV
9,12,Litoria peronii,Peron's Tree Frog,0.9923,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_150300.WAV
12,15,Litoria peronii,Peron's Tree Frog,0.999,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_150300.WAV
15,18,Litoria peronii,Peron's Tree Frog,0.6077,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_150300.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.9996,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_150300.WAV
21,24,Litoria peronii,Peron's Tree Frog,0.7406,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_150300.WAV
0,3,Litoria peronii,Peron's Tree Frog,0.9236,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_151600.WAV
3,6,Litoria peronii,Peron's Tree Frog,0.7864,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_151600.WAV
6,9,Litoria peronii,Peron's Tree Frog,0.911,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_151600.WAV
9,12,Litoria peronii,Peron's Tree Frog,0.8978,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_151600.WAV
12,15,Litoria peronii,Peron's Tree Frog,0.9792,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_151600.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.9759,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_151600.WAV
21,24,Litoria peronii,Peron's Tree Frog,0.9897,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_151600.WAV
6,9,Litoria peronii,Peron's Tree Frog,0.9957,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_152000.WAV
27,30,Litoria peronii,Peron's Tree Frog,0.9453,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_153100.WAV
6,9,Litoria peronii,Peron's Tree Frog,0.5334,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_164500.WAV
15,18,Litoria peronii,Peron's Tree Frog,0.766,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_164500.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.8035,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_164500.WAV
0,3,Litoria peronii,Peron's Tree Frog,0.9898,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
3,6,Litoria peronii,Peron's Tree Frog,0.9975,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
6,9,Litoria peronii,Peron's Tree Frog,0.8837,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
9,12,Litoria peronii,Peron's Tree Frog,0.99,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
12,15,Litoria peronii,Peron's Tree Frog,0.8985,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
15,18,Litoria peronii,Peron's Tree Frog,0.9769,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.9419,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
24,27,Litoria peronii,Peron's Tree Frog,0.9517,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
27,30,Litoria peronii,Peron's Tree Frog,0.9271,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
30,33,Litoria peronii,Peron's Tree Frog,0.9969,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
33,36,Litoria peronii,Peron's Tree Frog,0.86,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
36,39,Litoria peronii,Peron's Tree Frog,0.97,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
39,42,Litoria peronii,Peron's Tree Frog,0.9215,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
42,45,Litoria peronii,Peron's Tree Frog,0.9465,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
45,48,Litoria peronii,Peron's Tree Frog,0.983,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
48,51,Litoria peronii,Peron's Tree Frog,0.891,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
51,54,Litoria peronii,Peron's Tree Frog,0.9948,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
54,57,Litoria peronii,Peron's Tree Frog,0.9941,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_11U_20240116_211100.WAV
9,12,Litoria peronii,Peron's Tree Frog,0.9004,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Yirraba_3U_20240116_213100.WAV
6,9,Litoria raniformis,Growling Grass Frog,0.66,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240105_052900.WAV
30,33,Litoria raniformis,Growling Grass Frog,0.7113,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240105_052900.WAV
0,3,Litoria raniformis,Growling Grass Frog,0.8151,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240105_053600.WAV
6,9,Litoria raniformis,Growling Grass Frog,0.6477,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240106_054000.WAV
36,39,Litoria raniformis,Growling Grass Frog,0.8388,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240106_054000.WAV
0,3,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6567,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
3,6,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.8234,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
6,9,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5517,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
9,12,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.902,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
12,15,Neobatrachus sudelli,Sudells Frog,0.7121,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
15,18,Neobatrachus sudelli,Sudells Frog,0.7094,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
18,21,Neobatrachus sudelli,Sudells Frog,0.8902,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
21,24,Neobatrachus sudelli,Sudells Frog,0.6311,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
24,27,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5983,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
27,30,Neobatrachus sudelli,Sudells Frog,0.8627,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
33,36,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5977,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
36,39,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.704,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
42,45,Neobatrachus sudelli,Sudells Frog,0.5167,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
45,48,Neobatrachus sudelli,Sudells Frog,0.516,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
51,54,Neobatrachus sudelli,Sudells Frog,0.7051,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
54,57,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.9668,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_053300.WAV
0,3,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.8335,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_055400.WAV
3,6,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7692,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_055400.WAV
9,12,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5253,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_055400.WAV
15,18,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.666,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_055400.WAV
18,21,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.9337,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_055400.WAV
21,24,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.8627,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_055400.WAV
27,30,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.9748,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_055400.WAV
33,36,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.8811,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_055400.WAV
39,42,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.9377,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_055400.WAV
45,48,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.8428,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_055400.WAV
48,51,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5045,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_055400.WAV
51,54,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6812,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_055400.WAV
54,57,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.844,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_055400.WAV
21,24,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5605,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_060500.WAV
42,45,Litoria raniformis,Growling Grass Frog,0.7884,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_060600.WAV
39,42,Litoria raniformis,Growling Grass Frog,0.5693,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240110_060700.WAV
0,3,Litoria raniformis,Growling Grass Frog,0.6009,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051200.WAV
6,9,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.9057,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051200.WAV
9,12,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5228,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051200.WAV
15,18,Neobatrachus sudelli,Sudells Frog,0.6834,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051200.WAV
21,24,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7282,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051200.WAV
24,27,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7219,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051200.WAV
33,36,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7629,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051200.WAV
42,45,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.8962,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051200.WAV
45,48,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.9334,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051200.WAV
48,51,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.8891,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051200.WAV
51,54,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.8258,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051200.WAV
54,57,Neobatrachus sudelli,Sudells Frog,0.5973,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051200.WAV
0,3,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.8444,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
3,6,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.539,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
6,9,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6213,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
12,15,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6783,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
15,18,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.8061,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
18,21,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6841,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
21,24,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5288,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
24,27,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.808,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
30,33,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.9202,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
33,36,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5063,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
36,39,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6681,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
39,42,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6434,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
42,45,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.8736,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
51,54,Litoria raniformis,Growling Grass Frog,0.5761,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
54,57,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.9511,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_051400.WAV
9,12,Litoria raniformis,Growling Grass Frog,0.8867,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_053100.WAV
12,15,Litoria raniformis,Growling Grass Frog,0.9746,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_053100.WAV
15,18,Litoria raniformis,Growling Grass Frog,0.9595,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_053100.WAV
30,33,Litoria raniformis,Growling Grass Frog,0.9101,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_053100.WAV
33,36,Litoria raniformis,Growling Grass Frog,0.9746,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_053100.WAV
36,39,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5395,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_053100.WAV
39,42,Litoria raniformis,Growling Grass Frog,0.9968,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_053100.WAV
42,45,Litoria raniformis,Growling Grass Frog,0.9779,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_053100.WAV
45,48,Litoria raniformis,Growling Grass Frog,0.8052,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria raniformis_Growling Grass Frog-AUVIC_MtSturgeon_BushBrokerW_20240111_053100.WAV
